,Family,Species,Study
8042,Mochokidae,Synodontis rukwaensis,"Hilgendorf & Pappenheim, 1903"
8043,Mochokidae,Synodontis schall,"(Bloch & Schneider, 1801)"
8044,Mochokidae,Synodontis schoutedeni,"David, 1936"
8045,Mochokidae,Synodontis serpentis,"Whitehead, 1962"
8046,Mochokidae,Synodontis serratus,"Rüppell, 1829"
8047,Mochokidae,Synodontis smiti,"Boulenger, 1902"
8048,Mochokidae,Synodontis smiti,"Boulenger, 1902"
8049,Mochokidae,Synodontis soloni,"Boulenger, 1899"
8050,Mochokidae,Synodontis soloni,"Boulenger, 1899"
8051,Mochokidae,Synodontis sorex,"Günther, 1864"
8052,Mochokidae,Synodontis steindachneri,"Boulenger, 1913"
8053,Mochokidae,Synodontis tanganyicae,"Borodin, 1936"
8054,Mochokidae,Synodontis tessmanni,"Pappenheim, 1911"
8055,Mochokidae,Synodontis thamalakanensis,"Fowler, 1935"
8056,Mochokidae,Synodontis thysi,"Poll, 1971"
8057,Mochokidae,Synodontis tourei,"Daget, 1962"
8058,Mochokidae,Synodontis unicolor,"Boulenger, 1915"
8059,Mochokidae,Synodontis vaillanti,"Boulenger, 1897"
8060,Mochokidae,Synodontis vanderwaali,"Skelton & White, 1990"
8061,Mochokidae,Synodontis velifer,"Norman, 1935"
8062,Mochokidae,Synodontis vermiculatus,"Daget, 1954"
8063,Mochokidae,Synodontis vermiculatus,"Daget, 1954"
8064,Mochokidae,Synodontis victoriae,"Boulenger, 1906"
8065,Mochokidae,Synodontis violaceus,"Pellegrin, 1919"
8066,Mochokidae,Synodontis voltae,"Roman, 1975"
8067,Mochokidae,Synodontis waterloti,"Daget, 1962"
8068,Mochokidae,Synodontis woosnami,"Boulenger, 1911"
8069,Mochokidae,Synodontis xiphias,"Günther, 1864"
8070,Mochokidae,Synodontis zambezensis,"Peters, 1852"
8071,Mochokidae,Synodontis zanzibaricus,"Peters, 1868"
8072,Monacanthidae,Aluterus monoceros,"(Linnaeus, 1758)"
8073,Monacanthidae,Aluterus scriptus,"(Osbeck, 1765)"
8074,Monacanthidae,Chaetodermis penicilligerus,"(Cuvier, 1816)"
8075,Monacanthidae,Monacanthus chinensis,"(Osbeck, 1765)"
8076,Monodactylidae,Monodactylus argenteus,"(Linnaeus, 1758)"
8077,Moringuidae,Moringua macrocephalus,"(Bleeker, 1863)"
8078,Mormyridae,Boulengeromyrus knoepffleri,"Taverne & Géry, 1968"
8079,Mormyridae,Brevimyrus niger,"(Günther, 1866)"
8080,Mormyridae,Brienomyrus brachyistius,"(Gill, 1862)"
8081,Mormyridae,Brienomyrus longianalis,"(Boulenger, 1901)"
8082,Mormyridae,Campylomormyrus alces,"(Boulenger, 1920)"
8083,Mormyridae,Campylomormyrus alces,"(Boulenger, 1920)"
8084,Mormyridae,Campylomormyrus bredoi,"(Poll, 1945)"
8085,Mormyridae,Campylomormyrus cassaicus,"(Poll, 1967)"
8086,Mormyridae,Campylomormyrus cassaicus,"(Poll, 1967)"
8087,Mormyridae,Campylomormyrus christyi,"(Boulenger, 1920)"
8088,Mormyridae,Campylomormyrus christyi,"(Boulenger, 1920)"
8089,Mormyridae,Campylomormyrus compressirostris,"(Pellegrin, 1924)"
8090,Mormyridae,Campylomormyrus compressirostris,"(Pellegrin, 1924)"
8091,Mormyridae,Campylomormyrus curvirostris,"(Boulenger, 1898)"
8092,Mormyridae,Campylomormyrus curvirostris,"(Boulenger, 1898)"
8093,Mormyridae,Campylomormyrus elephas,"(Boulenger, 1898)"
8094,Mormyridae,Campylomormyrus elephas,"(Boulenger, 1898)"
8095,Mormyridae,Campylomormyrus luapulaensis,"(David & Poll, 1937)"
8096,Mormyridae,Campylomormyrus luapulaensis,"(David & Poll, 1937)"
8097,Mormyridae,Campylomormyrus mirus,"(Boulenger, 1898)"
8098,Mormyridae,Campylomormyrus mirus,"(Boulenger, 1898)"
8099,Mormyridae,Campylomormyrus numenius,"(Boulenger, 1898)"
8100,Mormyridae,Campylomormyrus numenius,"(Boulenger, 1898)"
8101,Mormyridae,Campylomormyrus orycteropus,"Poll, Gosse & Orts, 1982"
8102,Mormyridae,Campylomormyrus orycteropus,"Poll, Gosse & Orts, 1982"
8103,Mormyridae,Campylomormyrus phantasticus,"(Pellegrin, 1927)"
8104,Mormyridae,Campylomormyrus rhynchophorus,"(Boulenger, 1898)"
8105,Mormyridae,Campylomormyrus rhynchophorus,"(Boulenger, 1898)"
8106,Mormyridae,Campylomormyrus tamandua,"(Günther, 1864)"
8107,Mormyridae,Campylomormyrus tshokwe,"(Poll, 1967)"
8108,Mormyridae,Campylomormyrus tshokwe,"(Poll, 1967)"
8109,Mormyridae,Cryptomyrus ogoouensis,"Sullivan, Lavoué & Hopkins, 2016"
8110,Mormyridae,Cryptomyrus ona,"Sullivan, Lavoué & Hopkins, 2016"
8111,Mormyridae,Cyphomyrus cubangoensis,"(Pellegrin, 1936)"
8112,Mormyridae,Cyphomyrus discorhynchus,"(Peters, 1852)"
8113,Mormyridae,Cyphomyrus macrops,"(Boulenger, 1909)"
8114,Mormyridae,Cyphomyrus macrops,"(Boulenger, 1909)"
8115,Mormyridae,Cyphomyrus psittacus,"(Boulenger, 1897)"
8116,Mormyridae,Cyphomyrus wilverthi,"(Boulenger, 1898)"
8117,Mormyridae,Cyphomyrus wilverthi,"(Boulenger, 1898)"
8118,Mormyridae,Genyomyrus donnyi,"Boulenger, 1898"
8119,Mormyridae,Genyomyrus donnyi,"Boulenger, 1898"
8120,Mormyridae,Gnathonemus barbatus,"Poll, 1967"
8121,Mormyridae,Gnathonemus echidnorhynchus,"Pellegrin, 1924"
8122,Mormyridae,Gnathonemus echidnorhynchus,"Pellegrin, 1924"
8123,Mormyridae,Gnathonemus longibarbis,"(Hilgendorf, 1888)"
8124,Mormyridae,Gnathonemus petersii,"(Günther, 1862)"
8125,Mormyridae,Hippopotamyrus aelsbroecki,"(Poll, 1945)"
8126,Mormyridae,Hippopotamyrus ansorgii,"(Boulenger, 1905)"
8127,Mormyridae,Hippopotamyrus castor,"Pappenheim, 1906"
8128,Mormyridae,Hippopotamyrus grahami,"(Norman, 1928)"
8129,Mormyridae,Hippopotamyrus harringtoni,"(Boulenger, 1905)"
8130,Mormyridae,Hippopotamyrus longilateralis,"Kramer & Swartz, 2010"
8131,Mormyridae,Hippopotamyrus macroterops,"(Boulenger, 1920)"
8132,Mormyridae,Hippopotamyrus pappenheimi,"(Boulenger, 1910)"
8133,Mormyridae,Hippopotamyrus paugyi,"Lévêque & Bigorne, 1985"
8134,Mormyridae,Hippopotamyrus pictus,"(Marcusen, 1864)"
8135,Mormyridae,Hippopotamyrus szaboi,"Kramer, van der Bank & Wink, 2004"
8136,Mormyridae,Hippopotamyrus weeksii,"(Boulenger, 1902)"
8137,Mormyridae,Hippopotamyrus weeksii,"(Boulenger, 1902)"
8138,Mormyridae,Hyperopisus bebe,"(Lacepède, 1803)"
8139,Mormyridae,Isichthys henryi,"Gill, 1863"
8140,Mormyridae,Ivindomyrus marchei,"(Sauvage, 1879)"
8141,Mormyridae,Marcusenius abadii,"(Boulenger, 1901)"
8142,Mormyridae,Marcusenius altisambesi,"Kramer, Skelton, van der Bank & Wink, 2007"
8143,Mormyridae,Marcusenius angolensis,"(Boulenger, 1905)"
8144,Mormyridae,Marcusenius annamariae,"(Parenzan, 1939)"
8145,Mormyridae,Marcusenius bentleyi,"(Boulenger, 1897)"
8146,Mormyridae,Marcusenius brucii,"(Boulenger, 1910)"
8147,Mormyridae,Marcusenius caudisquamatus,"Maake, Gon & Swartz, 2014"
8148,Mormyridae,Marcusenius cuangoanus,"(Poll, 1967)"
8149,Mormyridae,Marcusenius cyprinoides,"(Linnaeus, 1758)"
8150,Mormyridae,Marcusenius deboensis,"(Daget, 1954)"
8151,Mormyridae,Marcusenius desertus,"Kramer, van der Bank & Wink, 2016"
8152,Mormyridae,Marcusenius devosi,"Kramer, Skelton, van der Bank & Wink, 2007"
8153,Mormyridae,Marcusenius dundoensis,"(Poll, 1967)"
8154,Mormyridae,Marcusenius dundoensis,"(Poll, 1967)"
8155,Mormyridae,Marcusenius friteli,"(Pellegrin, 1904)"
8156,Mormyridae,Marcusenius friteli,"(Pellegrin, 1904)"
8157,Mormyridae,Marcusenius furcidens,"(Pellegrin, 1920)"
8158,Mormyridae,Marcusenius fuscus,"(Pellegrin, 1901)"
8159,Mormyridae,Marcusenius fuscus,"(Pellegrin, 1901)"
8160,Mormyridae,Marcusenius ghesquierei,"(Poll, 1945)"
8161,Mormyridae,Marcusenius gracilis,"Kramer, 2013"
8162,Mormyridae,Marcusenius greshoffii,"(Schilthuis, 1891)"
8163,Mormyridae,Marcusenius greshoffii,"(Schilthuis, 1891)"
8164,Mormyridae,Marcusenius intermedius,"Pellegrin, 1924"
8165,Mormyridae,Marcusenius intermedius,"Pellegrin, 1924"
8166,Mormyridae,Marcusenius kainjii,"Lewis, 1974"
8167,Mormyridae,Marcusenius kaninginii,"Kisekelwa, Boden, Snoeks & Vreven, 2016"
8168,Mormyridae,Marcusenius krameri,"Maake, Gon & Swartz, 2014"
8169,Mormyridae,Marcusenius kutuensis,"(Boulenger, 1899)"
8170,Mormyridae,Marcusenius kutuensis,"(Boulenger, 1899)"
8171,Mormyridae,Marcusenius leopoldianus,"(Boulenger, 1899)"
8172,Mormyridae,Marcusenius leopoldianus,"(Boulenger, 1899)"
8173,Mormyridae,Marcusenius livingstonii,"(Boulenger, 1899)"
8174,Mormyridae,Marcusenius lucombesi,"Maake, Gon & Swartz, 2014"
8175,Mormyridae,Marcusenius macrolepidotus,"(Peters, 1852)"
8176,Mormyridae,Marcusenius macrophthalmus,"(Pellegrin, 1924)"
8177,Mormyridae,Marcusenius mento,"(Boulenger, 1890)"
8178,Mormyridae,Marcusenius meronai,"Bigorne & Paugy, 1990"
8179,Mormyridae,Marcusenius monteiri,"(Günther, 1873)"
8180,Mormyridae,Marcusenius monteiri,"(Günther, 1873)"
8181,Mormyridae,Marcusenius moorii,"(Günther, 1867)"
8182,Mormyridae,Marcusenius multisquamatus,"Kramer & Wink, 2013"
8183,Mormyridae,Marcusenius nyasensis,"(Worthington, 1933)"
8184,Mormyridae,Marcusenius pongolensis,"(Fowler, 1934)"
8185,Mormyridae,Marcusenius rheni,"(Fowler, 1936)"
8186,Mormyridae,Marcusenius schilthuisiae,"(Boulenger, 1899)"
8187,Mormyridae,Marcusenius schilthuisiae,"(Boulenger, 1899)"
8188,Mormyridae,Marcusenius senegalensis,"(Steindachner, 1870)"
8189,Mormyridae,Marcusenius stanleyanus,"(Boulenger, 1897)"
8190,Mormyridae,Marcusenius thomasi,"(Boulenger, 1916)"
8191,Mormyridae,Marcusenius ussheri,"(Günther, 1867)"
8192,Mormyridae,Marcusenius victoriae,"(Worthington, 1929)"
8193,Mormyridae,Mormyrops anguilloides,"(Linnaeus, 1758)"
8194,Mormyridae,Mormyrops attenuatus,"Boulenger, 1898"
8195,Mormyridae,Mormyrops attenuatus,"Boulenger, 1898"
8196,Mormyridae,Mormyrops batesianus,"Boulenger, 1909"
8197,Mormyridae,Mormyrops boulengeri,"Pellegrin, 1900"
8198,Mormyridae,Mormyrops boulengeri,"Pellegrin, 1900"
8199,Mormyridae,Mormyrops breviceps,"Steindachner, 1894"
8200,Mormyridae,Mormyrops caballus,"Pellegrin, 1927"
8201,Mormyridae,Mormyrops citernii,"Vinciguerra, 1912"
8202,Mormyridae,Mormyrops curtus,"Boulenger, 1899"
8203,Mormyridae,Mormyrops curtus,"Boulenger, 1899"
8204,Mormyridae,Mormyrops curviceps,"Roman, 1966"
8205,Mormyridae,Mormyrops engystoma,"Boulenger, 1898"
8206,Mormyridae,Mormyrops engystoma,"Boulenger, 1898"
8207,Mormyridae,Mormyrops furcidens,"Pellegrin, 1900"
8208,Mormyridae,Mormyrops furcidens,"Pellegrin, 1900"
8209,Mormyridae,Mormyrops intermedius,"Vinciguerra, 1928"
8210,Mormyridae,Mormyrops lineolatus,"Boulenger, 1898"
8211,Mormyridae,Mormyrops lineolatus,"Boulenger, 1898"
8212,Mormyridae,Mormyrops mariae,"(Schilthuis, 1891)"
8213,Mormyridae,Mormyrops mariae,"(Schilthuis, 1891)"
8214,Mormyridae,Mormyrops masuianus,"Boulenger, 1898"
8215,Mormyridae,Mormyrops masuianus,"Boulenger, 1898"
8216,Mormyridae,Mormyrops microstoma,"Boulenger, 1898"
8217,Mormyridae,Mormyrops microstoma,"Boulenger, 1898"
8218,Mormyridae,Mormyrops nigricans,"Boulenger, 1899"
8219,Mormyridae,Mormyrops oudoti,"Daget, 1954"
8220,Mormyridae,Mormyrops parvus,"Boulenger, 1899"
8221,Mormyridae,Mormyrops sirenoides,"Boulenger, 1898"
8222,Mormyridae,Mormyrops sirenoides,"Boulenger, 1898"
8223,Mormyridae,Mormyrops zanclirostris,"(Günther, 1867)"
8224,Mormyridae,Mormyrus bernhardi,"Pellegrin, 1926"
8225,Mormyridae,Mormyrus caballus,"Boulenger, 1898"
8226,Mormyridae,Mormyrus caballus,"Boulenger, 1898"
8227,Mormyridae,Mormyrus casalis,"Vinciguerra, 1922"
8228,Mormyridae,Mormyrus caschive,"Linnaeus, 1758"
8229,Mormyridae,Mormyrus cyaneus,"Roberts & Stewart, 1976"
8230,Mormyridae,Mormyrus goheeni,"Fowler, 1919"
8231,Mormyridae,Mormyrus hasselquistii,"Valenciennes, 1847"
8232,Mormyridae,Mormyrus hildebrandti,"Peters, 1882"
8233,Mormyridae,Mormyrus iriodes,"Roberts & Stewart, 1976"
8234,Mormyridae,Mormyrus kannume,"Forsskål, 1775"
8235,Mormyridae,Mormyrus lacerda,"Castelnau, 1861"
8236,Mormyridae,Mormyrus longirostris,"Peters, 1852"
8237,Mormyridae,Mormyrus macrocephalus,"Worthington, 1929"
8238,Mormyridae,Mormyrus macrophthalmus,"Günther, 1866"
8239,Mormyridae,Mormyrus niloticus,"(Bloch & Schneider, 1801)"
8240,Mormyridae,Mormyrus ovis,"Boulenger, 1898"
8241,Mormyridae,Mormyrus ovis,"Boulenger, 1898"
8242,Mormyridae,Mormyrus rume,"Valenciennes, 1847"
8243,Mormyridae,Mormyrus rume,"Valenciennes, 1847"
8244,Mormyridae,Mormyrus subundulatus,"Roberts, 1989"
8245,Mormyridae,Mormyrus tapirus,"Pappenheim, 1905"
8246,Mormyridae,Mormyrus tenuirostris,"Peters, 1882"
8247,Mormyridae,Myomyrus macrodon,"Boulenger, 1898"
8248,Mormyridae,Myomyrus macrodon,"Boulenger, 1898"
8249,Mormyridae,Myomyrus macrops,"Boulenger, 1914"
8250,Mormyridae,Myomyrus macrops,"Boulenger, 1914"
8251,Mormyridae,Myomyrus pharao,"Poll & Taverne, 1967"
8252,Mormyridae,Myomyrus pharao,"Poll & Taverne, 1967"
8253,Mormyridae,Paramormyrops batesii,"(Boulenger, 1906)"
8254,Mormyridae,Paramormyrops curvifrons,"(Taverne, Thys van den Audenaerde, Heymer & Géry, 1977)"
8255,Mormyridae,Paramormyrops gabonensis,"Taverne, Thys van den Audenaerde & Heymer, 1977"
8256,Mormyridae,Paramormyrops hopkinsi,"(Taverne & Thys van den Audenaerde, 1985)"
8257,Mormyridae,Paramormyrops jacksoni,"(Poll, 1967)"
8258,Mormyridae,Paramormyrops kingsleyae,"(Günther, 1896)"
8259,Mormyridae,Paramormyrops longicaudatus,"(Taverne, Thys van den Audenaerde, Heymer & Géry, 1977)"
8260,Mormyridae,Paramormyrops ntotom,"Rich, Sullivan & Hopkins, 2017"
8261,Mormyridae,Paramormyrops retrodorsalis,"(Nichols & Griscom, 1917)"
8262,Mormyridae,Paramormyrops sphekodes,"(Sauvage, 1879)"
8263,Mormyridae,Paramormyrops tavernei,"(Poll, 1972)"
8264,Mormyridae,Petrocephalus ansorgii,"Boulenger, 1903"
8265,Mormyridae,Petrocephalus arnegardi,"Lavoué & Sullivan, 2014"
8266,Mormyridae,Petrocephalus arnegardi,"Lavoué & Sullivan, 2014"
8267,Mormyridae,Petrocephalus balayi,"Sauvage, 1883"
8268,Mormyridae,Petrocephalus bane,"(Lacepède, 1803)"
8269,Mormyridae,Petrocephalus binotatus,"Pellegrin, 1924"
8270,Mormyridae,Petrocephalus binotatus,"Pellegrin, 1924"
8271,Mormyridae,Petrocephalus boboto,"Lavoué & Sullivan, 2014"
8272,Mormyridae,Petrocephalus bovei,"(Valenciennes, 1847)"
8273,Mormyridae,Petrocephalus catostoma,"(Günther, 1866)"
8274,Mormyridae,Petrocephalus christyi,"Boulenger, 1920"
8275,Mormyridae,Petrocephalus christyi,"Boulenger, 1920"
8276,Mormyridae,Petrocephalus congicus,"David & Poll, 1937"
8277,Mormyridae,Petrocephalus congicus,"David & Poll, 1937"
8278,Mormyridae,Petrocephalus degeni,"Boulenger, 1906"
8279,Mormyridae,Petrocephalus frieli,"Lavoué, 2012"
8280,Mormyridae,Petrocephalus frieli,"Lavoué, 2012"
8281,Mormyridae,Petrocephalus grandoculis,"Boulenger, 1920"
8282,Mormyridae,Petrocephalus grandoculis,"Boulenger, 1920"
8283,Mormyridae,Petrocephalus haullevillii,"Boulenger, 1912"
8284,Mormyridae,Petrocephalus hutereaui,"(Boulenger, 1913)"
8285,Mormyridae,Petrocephalus keatingii,"Boulenger, 1901"
8286,Mormyridae,Petrocephalus leo,"Lavoué, 2016"
8287,Mormyridae,Petrocephalus levequei,"Bigorne & Paugy, 1990"
8288,Mormyridae,Petrocephalus longianalis,"Kramer, Bills, Skelton & Wink, 2012"
8289,Mormyridae,Petrocephalus longianalis,"Kramer, Bills, Skelton & Wink, 2012"
8290,Mormyridae,Petrocephalus longicapitis,"Kramer, Bills, Skelton & Wink, 2012"
8291,Mormyridae,Petrocephalus longicapitis,"Kramer, Bills, Skelton & Wink, 2012"
8292,Mormyridae,Petrocephalus magnitrunci,"Kramer, Bills, Skelton & Wink, 2012"
8293,Mormyridae,Petrocephalus magnoculis,"Kramer, Bills, Skelton & Wink, 2012"
8294,Mormyridae,Petrocephalus mbossou,"Lavoué, Sullivan & Arnegard, 2010"
8295,Mormyridae,Petrocephalus mbossou,"Lavoué, Sullivan & Arnegard, 2010"
8296,Mormyridae,Petrocephalus microphthalmus,"Pellegrin, 1909"
8297,Mormyridae,Petrocephalus odzalaensis,"Lavoué, Sullivan & Arnegard, 2010"
8298,Mormyridae,Petrocephalus odzalaensis,"Lavoué, Sullivan & Arnegard, 2010"
8299,Mormyridae,Petrocephalus okavangensis,"Kramer, Bills, Skelton & Wink, 2012"
8300,Mormyridae,Petrocephalus pallidomaculatus,"Bigorne & Paugy, 1990"
8301,Mormyridae,Petrocephalus pellegrini,"Poll, 1941"
8302,Mormyridae,Petrocephalus petersi,"Kramer, Bills, Skelton & Wink, 2012"
8303,Mormyridae,Petrocephalus pulsivertens,"Lavoué, Sullivan & Arnegard, 2010"
8304,Mormyridae,Petrocephalus pulsivertens,"Lavoué, Sullivan & Arnegard, 2010"
8305,Mormyridae,Petrocephalus sauvagii,"(Boulenger, 1887)"
8306,Mormyridae,Petrocephalus schoutedeni,"Poll, 1954"
8307,Mormyridae,Petrocephalus schoutedeni,"Poll, 1954"
8308,Mormyridae,Petrocephalus similis,"Lavoué, 2011"
8309,Mormyridae,Petrocephalus simus,"Sauvage, 1879"
8310,Mormyridae,Petrocephalus soudanensis,"Bigorne & Paugy, 1990"
8311,Mormyridae,Petrocephalus squalostoma,"(Boulenger, 1915)"
8312,Mormyridae,Petrocephalus squalostoma,"(Boulenger, 1915)"
8313,Mormyridae,Petrocephalus steindachneri,"Fowler, 1958"
8314,Mormyridae,Petrocephalus stuhlmanni,"Boulenger, 1909"
8315,Mormyridae,Petrocephalus tanensis,"Whitehead & Greenwood, 1959"
8316,Mormyridae,Petrocephalus tenuicauda,"(Steindachner, 1894)"
8317,Mormyridae,Petrocephalus valentini,"Lavoué, Sullivan & Arnegard, 2010"
8318,Mormyridae,Petrocephalus valentini,"Lavoué, Sullivan & Arnegard, 2010"
8319,Mormyridae,Petrocephalus wesselsi,"Kramer & van der Bank, 2000"
8320,Mormyridae,Petrocephalus zakoni,"Lavoué, Sullivan & Arnegard, 2010"
8321,Mormyridae,Petrocephalus zakoni,"Lavoué, Sullivan & Arnegard, 2010"
8322,Mormyridae,Pollimyrus adspersus,"(Günther, 1866)"
8323,Mormyridae,Pollimyrus brevis,"(Boulenger, 1913)"
8324,Mormyridae,Pollimyrus brevis,"(Boulenger, 1913)"
8325,Mormyridae,Pollimyrus castelnaui,"(Boulenger, 1911)"
8326,Mormyridae,Pollimyrus cuandoensis,"Kramer, van der Bank & Wink, 2013"
8327,Mormyridae,Pollimyrus eburneensis,"Bigorne, 1991"
8328,Mormyridae,Pollimyrus guttatus,"(Fowler, 1936)"
8329,Mormyridae,Pollimyrus isidori,"(Valenciennes, 1847)"
8330,Mormyridae,Pollimyrus maculipinnis,"(Nichols & La Monte, 1934)"
8331,Mormyridae,Pollimyrus maculipinnis,"(Nichols & La Monte, 1934)"
8332,Mormyridae,Pollimyrus marianne,"Kramer, van der Bank, Flint, Sauer-Gürth & Wink, 2003"
8333,Mormyridae,Pollimyrus nigricans,"(Boulenger, 1906)"
8334,Mormyridae,Pollimyrus nigripinnis,"(Boulenger, 1899)"
8335,Mormyridae,Pollimyrus nigripinnis,"(Boulenger, 1899)"
8336,Mormyridae,Pollimyrus pedunculatus,"(David & Poll, 1937)"
8337,Mormyridae,Pollimyrus petherici,"(Boulenger, 1898)"
8338,Mormyridae,Pollimyrus petricolus,"(Daget, 1954)"
8339,Mormyridae,Pollimyrus plagiostoma,"(Boulenger, 1898)"
8340,Mormyridae,Pollimyrus plagiostoma,"(Boulenger, 1898)"
8341,Mormyridae,Pollimyrus pulverulentus,"(Boulenger, 1899)"
8342,Mormyridae,Pollimyrus pulverulentus,"(Boulenger, 1899)"
8343,Mormyridae,Pollimyrus schreyeni,"Poll, 1972"
8344,Mormyridae,Pollimyrus stappersii,"(Boulenger, 1915)"
8345,Mormyridae,Pollimyrus stappersii,"(Boulenger, 1915)"
8346,Mormyridae,Pollimyrus tumifrons,"(Boulenger, 1902)"
8347,Mormyridae,Pollimyrus tumifrons,"(Boulenger, 1902)"
8348,Mormyridae,Stomatorhinus ater,"Pellegrin, 1924"
8349,Mormyridae,Stomatorhinus ater,"Pellegrin, 1924"
8350,Mormyridae,Stomatorhinus corneti,"Boulenger, 1899"
8351,Mormyridae,Stomatorhinus corneti,"Boulenger, 1899"
8352,Mormyridae,Stomatorhinus fuliginosus,"Poll, 1941"
8353,Mormyridae,Stomatorhinus fuliginosus,"Poll, 1941"
8354,Mormyridae,Stomatorhinus humilior,"Boulenger, 1899"
8355,Mormyridae,Stomatorhinus humilior,"Boulenger, 1899"
8356,Mormyridae,Stomatorhinus ivindoensis,"Sullivan & Hopkins, 2005"
8357,Mormyridae,Stomatorhinus kununguensis,"Poll, 1945"
8358,Mormyridae,Stomatorhinus kununguensis,"Poll, 1945"
8359,Mormyridae,Stomatorhinus microps,"Boulenger, 1898"
8360,Mormyridae,Stomatorhinus microps,"Boulenger, 1898"
8361,Mormyridae,Stomatorhinus patrizii,"Vinciguerra, 1928"
8362,Mormyridae,Stomatorhinus patrizii,"Vinciguerra, 1928"
8363,Mormyridae,Stomatorhinus polli,"Matthes, 1964"
8364,Mormyridae,Stomatorhinus polli,"Matthes, 1964"
8365,Mormyridae,Stomatorhinus polylepis,"Boulenger, 1899"
8366,Mormyridae,Stomatorhinus puncticulatus,"Boulenger, 1899"
8367,Mormyridae,Stomatorhinus schoutedeni,"Poll, 1945"
8368,Moronidae,Dicentrarchus labrax,"(Linnaeus, 1758)"
8369,Moronidae,Dicentrarchus punctatus,"(Bloch, 1792)"
8370,Moronidae,Morone americana,"(Gmelin, 1789)"
8371,Moronidae,Morone chrysops,"(Rafinesque, 1820)"
8372,Moronidae,Morone mississippiensis,"Jordan & Eigenmann, 1887"
8373,Moronidae,Morone mississippiensis,"Jordan & Eigenmann, 1887"
8374,Moronidae,Morone saxatilis,"(Walbaum, 1792)"
8375,Mugilidae,Agonostomus catalai,"Pellegrin, 1932"
8376,Mugilidae,Agonostomus monticola,"(Bancroft, 1834)"
8377,Mugilidae,Agonostomus telfairii,"Bennett, 1832"
8378,Mugilidae,Chelon auratus,"(Risso, 1810)"
8379,Mugilidae,Chelon bandialensis,"(Diouf, 1991)"
8380,Mugilidae,Chelon labrosus,"(Risso, 1827)"
8381,Mugilidae,Chelon planiceps,"(Valenciennes, 1836)"
8382,Mugilidae,Chelon ramada,"(Risso, 1827)"
8383,Mugilidae,Chelon richardsonii,"(Smith, 1846)"
8384,Mugilidae,Chelon saliens,"(Risso, 1810)"
8385,Mugilidae,Crenimugil buchanani,"(Bleeker, 1853)"
8386,Mugilidae,Crenimugil seheli,"(Forsskål, 1775)"
8387,Mugilidae,Ellochelon vaigiensis,"(Quoy & Gaimard, 1825)"
8388,Mugilidae,Mugil bananensis,"(Pellegrin, 1927)"
8389,Mugilidae,Mugil cephalus,"Linnaeus, 1758"
8390,Mugilidae,Mugil curema,"Valenciennes, 1836"
8391,Mugilidae,Neochelon falcipinnis,"(Valenciennes, 1836)"
8392,Mugilidae,Osteomugil cunnesius,"(Valenciennes, 1836)"
8393,Mugilidae,Osteomugil engeli,"(Bleeker, 1858)"
8394,Mugilidae,Osteomugil perusii,"(Valenciennes, 1836)"
8395,Mugilidae,Parachelon grandisquamis,"(Valenciennes, 1836)"
8396,Mugilidae,Planiliza abu,"(Heckel, 1843)"
8397,Mugilidae,Planiliza affinis,"(Günther, 1861)"
8398,Mugilidae,Planiliza alata,"(Steindachner, 1892)"
8399,Mugilidae,Planiliza haematocheila,"(Temminck & Schlegel, 1845)"
8400,Mugilidae,Planiliza macrolepis,"(Smith, 1846)"
8401,Mugilidae,Planiliza melinopterus,"(Valenciennes, 1836)"
8402,Mugilidae,Planiliza subviridis,"(Valenciennes, 1836)"
8403,Mugilidae,Pseudomyxus capensis,"(Valenciennes, 1836)"
8404,Mugilidae,Rhinomugil corsula,"(Hamilton, 1822)"
8405,Mugilidae,Sicamugil cascasia,"(Hamilton, 1822)"
8406,Mullidae,Mullus surmuletus,"Linnaeus, 1758"
8407,Mullidae,Parupeneus multifasciatus,"(Quoy & Gaimard, 1825)"
8408,Mullidae,Upeneus sulphureus,"Cuvier, 1829"
