"","prey_taxon","prey_stage","prey_kingdom","prey_class","prey_order","prey_family","prey_species","prey_taxon_cleaned","prey_phylum","prey_superclass","prey_subclass","prey_subphylum","prey_type","prey_origin"
"645","FishEggs","eggs","Metazoa","Hexanauplia","Cyclopoida",NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"646","Non-tanypodinae","unknown","Metazoa","Gastropoda",NA,"Planorbidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"647","Hydropsyche","unknown","Animalia","Insecta","Trichoptera","Hydropsychidae","Hydropsyche sp.",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"648","Simulium","unknown","Metazoa","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"649","Isogenus","unknown","Metazoa","Insecta","Plecoptera","Perlodidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"650","atherinoides","unknown","Animalia","Actinopterygii","Cypriniformes","Cyprinidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"651","punctatus","unknown","Animalia","Teleostei","Siluriformes","Ictaluridae","Ictalurus punctatus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"652","Shad","unknown","Animalia","Teleostei","Clupeiformes","Clupeidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"653","Centrarchids","unknown","Animalia","Actinopterygii","Perciformes","Centrarchidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"654","Misc.  Fish","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"655","Crayfish","unknown","Animalia","Malacostraca",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"656","Insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"657","Decapoda","unknown","Animalia","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"658","Coleoptera","unknown","Animalia","Insecta","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"659","Fish","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"660","Zooplankton","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"661","Amphipods","unknown","Animalia","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"662","Benthicinsectlarvae","larvae","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic"
"663","OtherDiptem","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"664","Collembola","unknown","Animalia","Collembola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"665","Fisheggs","eggs","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"666","Micropterus sp.","unknown","Animalia","Actinopterygii","Perciformes","Centrarchidae","Micropterus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"667","Aplodinotus grunniens","unknown","Animalia","Teleostei","Perciformes","Sciaenidae","Aplodinotus grunniens",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"668","Diptera","unknown","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"669","Asellidae","unknown","Animalia","Malacostraca","Isopoda","Asellidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"670","Lepisosteus sp.","unknown","Animalia","Actinopterygii","Lepisosteiformes","Lepisosteidae","Lepisosteus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"671","Noturus gyrinus","unknown","Animalia","Teleostei","Siluriformes","Ictaluridae","Noturus gyrinus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"672","Lepomis macrochirus","unknown","Animalia","Teleostei","Perciformes","Centrarchidae","Lepomis macrochirus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"673","Etheostoma spp.","unknown","Animalia","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"674","Hyla cinerea","unknown","Animalia","Amphibia","Anura","Hylidae","Hyla cinerea",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"675","Other Tadpoles","unknown","Animalia","Amphibia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"676","Hydrophilidae","unknown","Animalia","Insecta","Coleoptera","Hydrophilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"677","Scarabaeidae","unknown","Animalia","Insecta","Coleoptera","Scarabaeidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"678","Belostomatidae","unknown","Animalia","Insecta","Hemiptera","Belostomatidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"679","Cicadidae","unknown","Animalia","Insecta","Hemiptera","Cicadidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"680","Lochmaeus manteo","unknown","Animalia","Insecta","Lepidoptera","Notodontidae","Lochmaeus manteo",NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"681","Freshwater shrimp","unknown","Animalia","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"682","Unid. Fishes","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"683","Corydalidae","unknown","Animalia","Insecta","Megaloptera","Corydalidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"684","Anisoptera","unknown","Animalia","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"685","Unid. Insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"686","Digested material","unknown","Metazoa","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"687","Algae and plant debris","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic"
"688","Cladocera and Copepoda","unknown","Animalia","Branchiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"689","Echinogammarus sp.","unknown","Animalia","Malacostraca","Amphipoda","Gammaridae","Echinogammarus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"690","Atyaephyra desmaresti","unknown","Animalia","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"691","Procambarus clarkii","unknown","Animalia","Malacostraca","Decapoda","Cambaridae","Procambarus clarkii",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"692","Nematocera","larvae/pupae","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"693","Nematocera exuviae","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"694","Nematocera adults","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"695","Ephemeroptera","unknown","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"696","Other insecta","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"697","Other invertebrates","unknown","Animalia",NA,NA,NA,NA,"Arthropods",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"698","Rutilus rutilus","unknown","Animalia","Teleostei","Cypriniformes","Cyprinidae","Rutilus rutilus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"699","Other fish","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"700","Largebluegill","unknown","Animalia","Teleostei","Perciformes","Centrarchidae","Lepomis macrochirus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"701","Age-0bluegill","unknown","Metazoa","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"702","Largemouthbass","unknown","Metazoa","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"703","Otherfish","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"704","Leopardfrogs","unknown","Animalia","Amphibia","Anura","Ranidae","Lithobates sp.",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"705","Crayfsh","unknown","Animalia","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"706","Miscellaneous
invertebrates","unknown","Animalia",NA,NA,NA,NA,"Arthropods",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"707","Incidentalmatter","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"708","Unidentifable
fshremains","unknown","Animalia",NA,NA,NA,NA,NA,NA,"Osteichthyes",NA,NA,NA,"aquatic"
"709","Aquatic insects (other)","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic"
"710","Cladocera","unknown","Animalia","Branchiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"711","Animal  remains","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"712","Epheineroptera","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"713","Ostracoda","unknown","Animalia","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"714","Aquaticinsects(oTher)","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic"
"715","Zygoptera","larvae/adults","Animalia","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"716","Gyrinidae(Dineutes)","larvae","Animalia","Insecta","Coleoptera","Gyrinidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"717","Hydrophilidae(Berosus)","larvae","Animalia","Insecta","Coleoptera","Hydrophilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"718","Gomphidae(Gomphus)","unknown","Animalia","Insecta","Odonata","Gomphidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"719","Libellnlidae","unknown","Animalia","Insecta","Odonata","Libellulidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"720","Homoptera","unknown","Animalia","Insecta","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"721","OTherHemiptera","unknown","Animalia","Insecta","Hemiptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"722","Diptera,adults","adults","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"723","Arachnid","unknown","Animalia","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"724","Ephemeroptera
","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"725","Corizidae","unknown","Animalia","Insecta","Hemiptera","Corizidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"726","Aquatic  insects (other)","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic"
"727","Arachnida","unknown","Animalia","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"728","Hirudinia","unknown","Animalia","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"729","
Oligochaeta","unknown","Animalia","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"730","
Coenagriidae","larvae/adults","Animalia","Insecta","Odonata","Coenagrionidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"731","Gerridae","unknown","Animalia","Insecta","Hemiptera","Gerridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"732","
Hydrophilidae","larvae","Animalia","Insecta","Coleoptera","Hydrophilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"733","
Hydroptilidae","larvae","Animalia","Insecta","Trichoptera","Hydroptilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"734","Liumephilidae","unknown","Animalia","Insecta","Trichoptera","Limnephilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"735","Amphlpoda","unknown","Animalia","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"736","Hemiptera
Corixidae","unknown","Animalia","Insecta","Hemiptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"737","
Dytiscidae","larvae","Animalia","Insecta","Coleoptera","Dytiscidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"738","Notemigonus","unknown","Animalia","Teleostei","Cypriniformes","Cyprinidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"739","Plant  remains","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"740","Coenagrlidae","larvae/adults","Animalia","Insecta","Odonata","Coenogrionidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"741","Gomphidae (Gornphus)","larvae","Animalia","Insecta","Odonata","Gomphidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"742","Aeshnidae (Anax  junius)","larvae","Animalia","Insecta","Odonata","Aeshnidae","Anax junius",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"743","Libellulidae (Libelluia)","larvae","Animalia","Insecta","Odonata","Libellulidae","Libellula",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"744","Notonectidate (Notonecta)","unknown","Animalia","Insecta","Hemiptera","Notonectidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"745","Other Trichoptera","larvae","Animalia","Insecta","Aquifoliales",NA,NA,"Trichoptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"746","Algae","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic"
"747","Undigestible  debris","unknown","Metazoa","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"748","Oligochaeta","unknown","Animalia","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"749","Haliplidae","larvae","Animalia","Insecta","Coleoptera","Haliplidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"750","Limnephilidae","larvae","Animalia","Insecta","Trichoptera","Limnephilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"751","Terrestrial insects (other)","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"terrestrial"
"752","Hemiptera","unknown","Animalia","Insecta","Hemiptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"753","Terrestrial  insects (other)","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"terrestrial"
"754","Dipteran","pupae","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"755","Trichopteran","larvae","Animalia","Insecta","Trichoptera",NA,NA,"Trichoptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"756","Ephippia","unknown","Animalia","Branchiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"757","Other","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"aquatic or terrestrial"
"758","Tendipedid","larvae","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"759","Copepods","unknown","Animalia","Maxillopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"760","Nauplii","unknown","Animalia","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"761","Rotifers","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"762","Gammaridae","larvae","Animalia","Malacostraca","Amphipoda","Gammaridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"763","Other  Diptera","larvae","Animalia","Insecta","Aquifoliales",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"764","Hexagenia","larvae","Animalia","Insecta","Ephemeroptera","Ephemeridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"765","Ameletus","larvae","Animalia","Insecta","Ephemeroptera","Ameletidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"766","Other  Ephemeroptera","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"767","Other  Trichoptera","larvae","Animalia","Insecta","Aquifoliales",NA,NA,"Trichoptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"768","Odonata","larvae","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"769","Plecoptera","larvae","Animalia","Insecta","Plecoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"770","Asellus","larvae","Animalia","Malacostraca","Isopoda","Asellidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"771","Terrestrial  insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"terrestrial"
"772","keratella_quadrata","unknown","Metazoa","Monogononta","Ploima","Brachionidae","Keratella quadrata",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"773","asplanchna_priodonta","unknown","Metazoa","Insecta","Hemiptera","Corixidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"774","brachionus_angularis","unknown","Metazoa","Monogononta","Plioma","Brachionidae","Brachionus angularis",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"775","b_diversicornis","unknown","Animalia","Eurotatoria","Ploima","Brachionidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"776","trichocerca_capucina","unknown","Animalia","Eurotatoria","Ploima","Trichocercidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"777","other_rotifera","unknown","Animalia",NA,"Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"778","diaphanosoma_cf_mong","unknown","Animalia","Branchiopoda","Diplostraca","Sididae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"779","leptodora_kindtii","unknown","Metazoa","Branchiopoda","Diplostraca","Leptodoridae","Leptodora kindtii",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"780","other_cladocera","unknown","Animalia","Branchiopoda","Cladocera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"781","immature_cladocera","larvae","Animalia","Branchiopoda","Cladocera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"782","adults_copepodites","adults","Animalia","Hexanauplia",NA,NA,NA,NA,"Arthropoda",NA,"Copepoda","Crustacea",NA,"aquatic"
"783","harpacticoida","unknown","Metazoa","Hexanauplia","Harpacticoida",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"784","insecta_larvae_nymphs","larvae","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic"
"785","phytoplankton","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"786","keratella_cochlearis","unknown","Metazoa","Monogononta","Ploima","Brachionidae","Keratella cochlearis",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"787","k_quadrata","unknown","Metazoa","Monogononta","Ploima","Asplanchnidae","Asplanchna priodonta",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"788","b_calyciflorus","unknown","Metazoa","Monogononta","Ploima","Brachionidae","Brachionus angularis",NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"789","t_similis","unknown","Animalia","Eurotatoria","Ploima","Trichocercidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"790","polyarthra_spp","unknown","Animalia","Eurotatoria","Ploima","Synchaetidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"791","notholca_squamula","unknown","Animalia","Eurotatoria","Ploima","Brachionidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"792","pompholyx_sulcata","unknown","Metazoa","Branchiopoda","Diplostraca","Sididae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"793","daphnia_cucullata","unknown","Metazoa","Branchiopoda","Diplostraca","Daphniidae","Daphnia cucullata",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"794","diaphanosoma_cf_mongolianum","unknown","Animalia","Branchiopoda","Diplostraca","Sididae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"795","leydigia_leydigi","unknown","Animalia","Branchiopoda","Diplostraca","Chydoridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"796","ilyocryptus_sordidus","unknown","Metazoa","Hexanauplia","Harpacticoida",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"797","macrothrix_laticornis","unknown","Animalia","Branchiopoda","Diplostraca","Macrothricidae",NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"798","larvae_chironomidae","larvae","Animalia","Insecta","Diptera","Chironomidae",NA,"Chironomidae","Arthropoda",NA,NA,NA,NA,"aquatic"
"799","larvae_chaoborus_flavicans","larvae","Animalia","Insecta","Diptera","Chaoboridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"800","nymphs_diptera","larvae","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic"
"801","rhodeus_amarus","unknown","Metazoa","Actinopterygii","Cypriniformes","Acheilognathidae","Rhodeus amarus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"802","knipowitschia_caucasica","unknown","Metazoa","Actinopterygii","Gobiiformes","Gobiidae","Knipowitschia caucasica",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"803","unidentified_pisces","unknown","Metazoa","Monogononta","Ploima","Synchaetidae",NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"804","fishes","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"805","insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"806","dictyoptera","unknown","Metazoa","Bacillariophyceae","Dictyoptera","Eunotiaceae",NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"807","mn_remains","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"808","polycystis","unknown","Metazoa","Rhabditophora","Rhabdocoela","Polycystididae",NA,NA,"Platyhelminthes",NA,NA,NA,NA,"aquatic or terrestrial"
"809","protococcus","unknown","Bacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA,"Proteobacteria",NA,NA,NA,NA,"aquatic or terrestrial"
"810","pediastrum","unknown","Viridiplantae","Chlorophyceae","Synechococcales","Merismopediaceae",NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"811","closterium","unknown","Viridiplantae","Zygnematophyceae","Desmidiales","Closteriaceae",NA,NA,"Charophyta",NA,NA,NA,NA,"aquatic"
"812","cosmaria","unknown","Plantae","Bacillariophyceae","Cymbellales","Gomphonemataceae","Cosmarium",NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"813","spirogyra","unknown","Viridiplantae","Zygnematophyceae","Zygnematales","Zygnemataceae",NA,NA,"Charophyta",NA,NA,NA,NA,"aquatic"
"814","vol_vocales","unknown","Plantae","Chlorophyceae","Volvocales",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"815","flagellates","unknown","Plantae",NA,NA,NA,NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"816","unidentified_items","unknown","Metazoa","Clitellata",NA,NA,"unidentified",NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"817","bottom_deposit","unknown","Metazoa","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"818","rotatoria","unknown","Animalia",NA,NA,NA,NA,NA,"Rotifera",NA,NA,NA,NA,"aquatic"
"819","x3opepoda","unknown","Animalia","Maxillopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"820","nsecta","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"821","protozoa","unknown","Protozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"822","chlorophyta","unknown","Viridiplantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"823","pyrrhophyta","unknown","Chromista","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Insect BA phytoplasma",NA,"Tenericutes",NA,NA,NA,NA,"aquatic"
"824","chrysophyta","unknown","Chromista","Chrysophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"825","cyanophyta_60","unknown","Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"826","termitidae","unknown","Metazoa","Insecta","Blattodea","Termitidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"827","elmidae","unknown","Metazoa","Insecta","Coleoptera","Elmidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"828","dytiscidae","unknown","Metazoa","Insecta","Coleoptera","Dytiscidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"829","gyrinidae","unknown","Metazoa","Insecta","Coleoptera","Gyrinidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"830","helodidae","unknown","Metazoa","Insecta","Coleoptera","Helodidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
